Retire,withsubtaxa,Source,BGC,SS_NoSpace,Special,SpecialCode
,,BECv10,SBSvk,SBSvk/04,,
,,BECv10,SBSvk,SBSvk/05,,
,,BECv10,SBSvk,SBSvk/06,,
,,BECv10,SBSvk,SBSvk/07,,
,,BECv10,SBSvk,SBSvk/08,Cool aspects/cold air,CA
,,BECv10,SBSvk,SBSvk/09,,
,,BECv10,SBSvk,SBSvk/10,,
,,BECv10,SBSvk,SBSvk/Ro,Lithic,
,,BECv10,SBSwk1,SBSwk1/01,,
,,BECv10,SBSwk1,SBSwk1/02,,
,,BECv10,SBSwk1,SBSwk1/03,,
,,BECv10,SBSwk1,SBSwk1/04,Insolation,IN
,,BECv10,SBSwk1,SBSwk1/05,,
,,BECv10,SBSwk1,SBSwk1/06,Cool aspects/cold air,CA
,,BECv10,SBSwk1,SBSwk1/07,Cool aspects/cold air,CA
,,BECv10,SBSwk1,SBSwk1/08,,
,,BECv10,SBSwk1,SBSwk1/09,,
,,BECv10,SBSwk1,SBSwk1/10,,
,,BECv10,SBSwk1,SBSwk1/11,Cool aspects/cold air,CA
,,BECv10,SBSwk1,SBSwk1/12,Cool aspects/cold air,CA
,,BECv10,SBSwk1,SBSwk1/Ro,Lithic,
,,BECv10,SBSwk2,SBSwk2/01,,
,,BECv10,SBSwk2,SBSwk2/02,,
,,BECv10,SBSwk2,SBSwk2/03,,
,,BECv10,SBSwk2,SBSwk2/04,Cool aspects/cold air,CA
,,BECv10,SBSwk2,SBSwk2/05,,
,,BECv10,SBSwk2,SBSwk2/06,,
,,BECv10,SBSwk2,SBSwk2/Ro,Lithic,
,,BECv10,SBSwk3,SBSwk3/01,,
,,BECv10,SBSwk3,SBSwk3/02,,
,,BECv10,SBSwk3,SBSwk3/03,,
,,BECv10,SBSwk3,SBSwk3/04,,
,,BECv10,SBSwk3,SBSwk3/05,Cool aspects/cold air,CA
,,BECv10,SBSwk3,SBSwk3/06,,
,,BECv10,SBSwk3,SBSwk3/07,,
,,BECv10,SBSwk3,SBSwk3/08,,
,,BECv10,SBSwk3,SBSwk3/Ro,Lithic,
,,BECv10,SBSwk3a,SBSwk3a/01,,
,,BECv10,SBSwk3a,SBSwk3a/02,,
,,BECv10,SBSwk3a,SBSwk3a/03,,
,,BECv10,SBSwk3a,SBSwk3a/04,,
,,BECv10,SBSwk3a,SBSwk3a/05,Cool aspects/cold air,CA
,,BECv10,SBSwk3a,SBSwk3a/06,,
,,BECv10,SBSwk3a,SBSwk3a/07,,
,,BECv10,SBSwk3a,SBSwk3a/08,High fluvial bench,Fh
,,BECv10,SBSwk3a,SBSwk3a/Ro,Lithic,
,,USA_2019,SGPdm_CO,SGPdm_CO/110,,
,,USA_2019,SGPdm_CO,SGPdm_CO/111,,
,,USA_2019,SGPdm_CO,SGPdm_CO/Gg,Insolation,IN2
,,USA_2019,SGPdm_CO,SGPdm_CO/Ro,Lithic,
,,BECv10,SWBmk,SWBmk/01,,
,,BECv10,SWBmk,SWBmk/02,,
,,BECv10,SWBmk,SWBmk/03,Cold air influence,CA
,,BECv10,SWBmk,SWBmk/04,Insolation,IN
,,BECv10,SWBmk,SWBmk/05,Cool aspects,CAS
,,BECv10,SWBmk,SWBmk/06,,
,,BECv10,SWBmk,SWBmk/07,Cool aspects,CAS
,,BECv10,SWBmk,SWBmk/08,,
,,BECv10,SWBmk,SWBmk/09,,
,,BECv10,SWBmks,SWBmks/00,,
,,BECv10,SWBun,SWBun/h,,
,,BECv10,SWBun,SWBun/m,,
,,BECv10,SWBun,SWBun/x,,
,,BECv10,SWBuns,SWBuns/00,,
,,BECv10,SWBvk,SWBvk/h,,
,,BECv10,SWBvk,SWBvk/m,,
,,BECv10,SWBvk,SWBvk/x,,
,,BECv10,SWBvks,SWBvks/00,,
,,USA_2019,WJPxm_OR,WJPxm_OR/101,,
,,USA_2019,WJPxm_OR,WJPxm_OR/103,,
,,USA_2019,WJPxm_OR,WJPxm_OR/110,,
,,USA_2019,WJPxm_OR,WJPxm_OR/111,,
,,USA_2019,WJPxm_OR,WJPxm_OR/Gg,Insolation,IN2
,,USA_2019,WJPxm_OR,WJPxm_OR/Ro,Lithic,
