"index","GCM","SSP","RUN","PERIOD","BAFAun","BGxh2","BGxh3","BGxw1","BGxw2","ESSFdk2","ESSFdkp","ESSFdkw","ESSFmc","ESSFmv1","ESSFwc2","ESSFwc3","ESSFwcp","ESSFwcw","ESSFwk1","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc2","ESSFxc3","ESSFxcp","ESSFxv1","ICHdk","ICHmc1","ICHmk3","ICHmw3","ICHwk2","IDFdk1","IDFdk3","IDFdk4","IDFmw2","IDFxh2","IDFxm","IDFxw","IMAun","IMAun_CO","MSabN","MSdc2","MSxk2","MSxk3","MSxv","PPxh2","SBAPfp","SBPSmk","SBPSxc","SBSdk","SBSdw1","SBSdw2","SBSmc1","SBSmc2","SBSmc3","SBSmk1","SBSmm","SBSmw","SBSwk1","BGmk_MT","ESSFdc2","ESSFdcw","ESSFmv3","ESSFwm1","ESSFwmp","ESSFxcw","ESSFxk_WY","ICHmk1","ICHmk4","IDFdkx_MT","IDFxm_CO","IMAab","IWFdm_CO","MGPmg","MGPmw_MT","MSdh_WY","MSdk","MSdm1","PPxh1","SBPSdc","SBPSmc","BGxh1","ESSFdc1","ESSFwc4","ESSFwh1","ESSFxc1","ICHdw3","ICHmw5","IDFdh_UT","IDFdk2","JPWdw_UT","MSdw","MSxk1","SBSmh","BGdw_WA","BGxh_WA","ESSFdk1","ESSFmh","ESSFwmw","ICHxm1","IDFdk5","IDFdm_WA","IDFdm1","IDFdm2","IDFxk","JPWdm_WY","MGPdm","ESSFabS","ICHmc2","IDFdh","IDFdk_MT","IDFdx_MT","IDFxh1","IDFxx2","MSdm_WA","MSdm2","ICHmk2","ICHwk4","SBSvk","ESSFabC","ESSFwk2","ICHvk2","IMAun_WY","SBSwk3","ICHmw2","BWBSdk","BWBSdmN","BWBSmw","BWBSuf","ESSFabN","ESSFmv2","SBSdw3","BWBScmW","BWBSlf","BWBSwk1","FGnf","SBAPcp","SWBmk","ESSFmmp","SBSwk2","ESSFxvp","CWHws2","IDFdm_MT","MSxm_CO","ICHdw4","ICHwk1","PPxw_MT","PPxh_CO","GOun_CO","MHmmp","ESSFwh3","MSdw_MT","ICHwk3","ESSFwh2","ESSFwm2","ICHdm","SGPdm_CO","BGmw_WA","GBDxx_UT","ICHdw_ID","ICHdw1","IDFxx1","PPxh_WA","SBSdh1","ESSFwm_MT","ESSFwm4","ESSFxh_WA","ICHxw","ICHxw_WA","IMAun_MT","JPWxw_NV","ESSFwm3","ICHmw4","ICHmh_MT","MSxx_NV","ICHvk1","ICHvc","ESSFdk_MT","ICHxwa","IDFdh_WA","IDFxh_WA","PPmx_WY","IDFdh_MT","MHmm2","IGFxm_OR","CWHms1","IDFxx_MT","PPxw_WY","IGFmm_OR","JPWwm_CO","IDFxc","CWHwm"
134,"EC-Earth3","ssp245","r4i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,1,88,NA,NA,834,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1456,20,NA,NA,NA,38,7884,NA,NA,218,381,NA,NA,271,NA,NA,NA,NA,NA,15,NA,NA,289,145,NA,NA,NA,NA,NA,NA,NA,7669,NA,NA,29,7763,NA,14,NA,NA,4,414,NA,2384,11990,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,4192,30,12164,NA,NA,NA,316,NA,NA,NA,NA,217,253,126,NA,5,812,492,NA,NA,NA,NA,NA,NA,5,NA,7,3,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,13,NA,NA,NA,NA,NA,NA,NA
135,"GFDL-ESM4","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,442,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,25,929,131,NA,NA,1599,8678,2,1,NA,NA,NA,NA,NA,NA,NA,37,184,4,NA,NA,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,91,NA,503,NA,NA,NA,1,NA,NA,120,421,NA,NA,47,NA,NA,75,139,NA,214,153,1437,125,NA,194,NA,NA,NA,NA,NA,NA,33241,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,149,4661,NA,NA,63,10,73,NA,NA,NA,NA,NA,NA,5257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,3980,298,NA,208,NA,NA,171,NA,NA,NA,NA,NA,38,133,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
136,"GFDL-ESM4","ssp245","r1i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,41,1,2,458,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,339,812,21,3,NA,2190,7004,7,NA,NA,NA,NA,NA,NA,NA,NA,26,138,3,NA,1,214,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,399,8,NA,1084,NA,NA,NA,NA,NA,NA,119,457,NA,NA,18,NA,NA,42,133,NA,143,66,666,92,NA,34,NA,NA,NA,NA,NA,NA,31962,NA,NA,NA,NA,NA,NA,NA,NA,606,NA,NA,50,4315,NA,NA,41,107,283,NA,NA,NA,NA,NA,NA,5014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,6317,632,NA,134,NA,NA,109,NA,NA,NA,NA,NA,53,141,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"GFDL-ESM4","ssp245","r2i1p1f1","2081_2100",NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,301,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,309,1193,NA,NA,1035,15687,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,856,267,25,NA,NA,12,1,7,NA,NA,294,438,NA,NA,170,NA,2,162,93,NA,774,171,1635,119,NA,379,NA,NA,NA,NA,NA,NA,27433,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,118,7069,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,807,103,NA,NA,NA,4,311,NA,NA,NA,NA,NA,NA,126,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
138,"GFDL-ESM4","ssp245","r3i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,331,1437,31,NA,NA,370,5815,NA,22,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,375,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,253,NA,2484,NA,221,NA,NA,NA,NA,114,419,NA,NA,NA,NA,NA,6,125,NA,78,196,234,125,NA,22,NA,NA,NA,NA,NA,NA,35468,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,211,3617,NA,NA,12,53,123,NA,NA,NA,NA,NA,NA,4452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,294,4181,260,NA,951,NA,NA,280,NA,NA,NA,NA,NA,75,135,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
139,"GISS-E2-1-G","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,459,6,1748,2551,NA,NA,NA,14065,2180,3028,12,NA,NA,NA,NA,2,NA,NA,73,NA,1,NA,5,906,NA,NA,130,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,220,NA,955,NA,10,NA,1,NA,NA,10,222,NA,NA,NA,NA,NA,226,NA,2983,208,554,66,391,NA,NA,1481,NA,NA,NA,NA,NA,19996,NA,NA,NA,NA,NA,NA,NA,NA,1105,NA,NA,377,538,NA,NA,NA,244,144,19,NA,NA,NA,NA,NA,2781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4138,941,NA,1636,NA,NA,4,NA,NA,NA,NA,NA,72,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"GISS-E2-1-G","ssp245","r1i1p3f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,597,10,2069,1560,NA,1,NA,4614,5104,4168,NA,NA,NA,NA,NA,3,NA,NA,49,NA,3,NA,6,689,1,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,NA,3115,NA,NA,8,6,NA,NA,25,317,NA,NA,1,NA,NA,51,3,885,219,569,169,371,NA,NA,1553,NA,NA,NA,NA,NA,23754,NA,NA,NA,NA,NA,NA,NA,NA,991,NA,NA,426,2137,NA,NA,NA,139,450,1,NA,NA,NA,NA,NA,2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,3553,1050,NA,3203,NA,NA,2,NA,NA,NA,NA,NA,175,19,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"GISS-E2-1-G","ssp245","r2i1p3f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,77,1,NA,558,4,NA,NA,NA,NA,NA,NA,NA,1579,NA,4002,3644,NA,NA,NA,14997,126,1243,8,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,133,NA,NA,36,NA,NA,NA,86,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,654,NA,613,NA,2,NA,NA,NA,232,NA,NA,NA,NA,NA,11,NA,17604,57,316,NA,242,NA,NA,4209,NA,NA,NA,NA,NA,2578,NA,NA,NA,NA,NA,NA,NA,NA,2343,NA,NA,NA,176,NA,NA,NA,3,318,180,NA,7,NA,NA,NA,1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1280,1100,NA,4888,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
142,"GISS-E2-1-G","ssp245","r3i1p3f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,473,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,1227,2721,NA,1,NA,15671,1350,728,2,NA,NA,NA,NA,1,NA,NA,39,NA,2,NA,1,738,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,976,NA,1708,NA,NA,NA,NA,NA,NA,7,164,NA,NA,NA,NA,NA,238,NA,944,263,759,33,431,NA,NA,728,NA,NA,NA,NA,NA,23054,NA,NA,NA,NA,NA,NA,NA,NA,964,NA,NA,607,601,NA,NA,2,263,47,18,NA,NA,NA,NA,NA,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4488,595,NA,1647,NA,NA,39,NA,NA,NA,NA,NA,67,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"MIROC6","ssp245","ensembleMean","2081_2100",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,1503,62,277,NA,NA,6799,11310,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,1,NA,NA,NA,NA,NA,40,NA,NA,12,273,NA,NA,137,NA,NA,199,54,NA,571,299,1692,346,NA,125,1,NA,NA,NA,NA,NA,21278,NA,NA,1,NA,NA,NA,NA,NA,97,NA,NA,153,9136,NA,NA,59,1,16,NA,NA,NA,NA,NA,NA,3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5238,1065,NA,4,NA,NA,18,NA,NA,NA,NA,NA,78,109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"MIROC6","ssp245","r1i1p1f1","2081_2100",NA,20,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,592,49,355,37,NA,22644,7482,156,13,NA,NA,NA,NA,2,NA,NA,313,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,30,69,NA,NA,NA,NA,99,440,NA,NA,10,96,NA,NA,92,NA,46,146,8,1,100,1139,1580,683,2,43,42,NA,NA,NA,NA,NA,15216,22,NA,6,347,NA,NA,NA,NA,274,NA,NA,11,4301,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073,1085,59,NA,4,NA,8,NA,NA,NA,NA,NA,42,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"MIROC6","ssp245","r2i1p1f1","2081_2100",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,1417,101,273,NA,NA,488,11528,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,73,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,1,NA,86,NA,NA,NA,NA,NA,NA,18,498,NA,NA,58,NA,NA,187,91,NA,537,75,1528,195,NA,166,NA,NA,NA,NA,NA,NA,23489,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,212,12248,NA,NA,80,2,74,NA,NA,NA,NA,NA,NA,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5750,846,NA,6,NA,NA,44,NA,NA,NA,NA,NA,50,184,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"MIROC6","ssp245","r3i1p1f1","2081_2100",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,2051,40,263,NA,NA,2133,9337,NA,2,NA,NA,NA,NA,NA,NA,NA,88,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,83,NA,NA,NA,NA,NA,NA,11,410,NA,NA,108,NA,NA,152,68,1,768,113,1377,242,NA,172,NA,NA,NA,NA,NA,NA,22219,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,63,12882,NA,NA,42,3,148,NA,NA,NA,NA,NA,NA,2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,1167,NA,2,NA,NA,23,NA,NA,NA,NA,NA,66,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"MPI-ESM1-2-HR","ssp245","ensembleMean","2081_2100",NA,86,149,NA,35,NA,NA,NA,39,NA,2,72,NA,9,433,NA,NA,NA,NA,NA,NA,NA,NA,869,73,73,1636,172,777,NA,26270,9074,2610,1413,NA,NA,NA,NA,NA,1,NA,731,71,NA,NA,151,616,72,NA,456,NA,NA,NA,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,96,NA,67,431,NA,6825,247,NA,975,200,NA,NA,3994,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,2497,NA,NA,NA,41,NA,NA,1,1143,20,NA,NA,NA,NA,NA,1,1466,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,78,567,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
148,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2081_2100",NA,242,432,NA,3276,NA,NA,NA,32,NA,NA,28,NA,44,298,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,5,1085,225,1137,NA,22733,3394,10545,1144,NA,NA,NA,NA,NA,3,NA,665,48,NA,NA,687,1389,17,4,623,NA,55,NA,92,65,NA,NA,NA,NA,192,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,69,262,NA,5008,135,5,163,324,NA,NA,5649,NA,NA,NA,NA,NA,141,5,NA,NA,NA,NA,NA,NA,NA,546,NA,NA,NA,4,NA,NA,NA,389,NA,221,NA,NA,8,NA,13,2355,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
149,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2081_2100",NA,24,45,NA,1,NA,NA,NA,42,NA,8,63,NA,6,575,NA,NA,NA,NA,NA,NA,NA,NA,2356,NA,297,1199,110,110,NA,21190,10820,507,458,NA,NA,NA,NA,NA,NA,NA,541,3,NA,NA,71,332,49,NA,322,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,366,NA,NA,88,NA,10,197,NA,5871,168,NA,2855,101,NA,NA,5385,NA,NA,NA,NA,NA,2518,NA,NA,NA,NA,NA,NA,NA,NA,5025,NA,NA,NA,186,NA,NA,3,998,608,NA,NA,NA,NA,NA,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"MRI-ESM2-0","ssp245","ensembleMean","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,2194,NA,8649,390,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,1541,NA,NA,NA,NA,NA,NA,95,352,NA,NA,NA,NA,NA,NA,NA,735,142,NA,NA,22,NA,NA,72,NA,NA,NA,NA,NA,26568,NA,NA,NA,NA,NA,NA,NA,NA,2342,NA,NA,134,3051,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,29,NA,NA,13070,361,NA,1245,NA,NA,351,NA,NA,NA,NA,NA,511,167,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,8,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,148,NA,NA,NA,NA,NA,5
151,"MRI-ESM2-0","ssp245","r1i1p1f1","2081_2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,2194,NA,8649,390,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,1541,NA,NA,NA,NA,NA,NA,95,352,NA,NA,NA,NA,NA,NA,NA,735,142,NA,NA,22,NA,NA,72,NA,NA,NA,NA,NA,26568,NA,NA,NA,NA,NA,NA,NA,NA,2342,NA,NA,134,3051,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,29,NA,NA,13070,361,NA,1245,NA,NA,351,NA,NA,NA,NA,NA,511,167,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,8,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,148,NA,NA,NA,NA,NA,5
152,"ensembleMean","ssp245","ensembleMean","2081_2100",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,1184,212,69,10,NA,7247,8623,23,NA,NA,NA,NA,NA,6,NA,NA,227,85,NA,NA,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,494,NA,NA,NA,NA,8,108,NA,NA,163,326,NA,NA,129,NA,NA,84,46,1,601,217,1470,297,NA,8,45,NA,NA,NA,NA,NA,25566,NA,NA,NA,23,NA,NA,NA,NA,209,NA,NA,905,6506,NA,4,37,1,47,NA,NA,NA,NA,NA,NA,3208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595,974,NA,1,NA,NA,231,NA,NA,NA,NA,NA,131,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
